,track_id,track_name,artist_name,genre_id,genre_names,lyrics,lyrics_source
10,157224809,Kung Akin Ang Mundo,Erik Santos feat. Moira Dela Torre,[14],['Pop'],"Kung ako ang may-ari ng mundo
Ibibigay ang lahat ng gusto mo
Araw-araw pasisikatin ang araw

Buwan-buwan pabibilugin ko ang buwan
Para sa'yo, para sa'yo (hmmm)

Kung ako ang hari ng puso
Lagi kitang pababantay kay kupido
Hindi na luluha ang 'yong mga mata
Mananatiling may ngiti sa 'yong labi
Para sa'yo (para sa'yo)
Para sa'yo
Para sa'yo (para sa'yo)

Susungkitin mga bituin, para lang makahiling
Na sana'y maging akin
Puso mo at damdamin
Kung pwede lang, kung kaya lang
Kung akin ang mundo
Ang lahat ng ito'y (Ang lahat ng ito'y)
Iaalay ko sa'yo...

Susungkitin mga bituin, para lang makahiling
Na sana'y maging akin
Puso mo at damdamin
Kung pwede lang, kung kaya lang
Kung akin ang mundo
Ang lahat ng ito'y (Ang lahat ng ito'y)
Iaalay ko sa'yo

Kung akin ang mundo (Kung akin ang mundo)
Iaalay ko sayo (Iaalay ko sayo)
Kung akin ang mundo (Kung akin ang mundo)
Iaalay ko sayo (Sayo)
Kung akin ang mundo (Kung akin ang mundo)
Iaalay ko sayo",
11,115357738,Wala Lang Yun,Parokya Ni Edgar,[14],['Pop'],"Nahuli na naman ako meron ibang katext
Pero pangako sa iyo wala akong ibang ka-sex
Sapagka di ko kayang mawala ka
At hindi ko rin alam at ako'y nagtataka
Kung bakit parang hindi ko mapigilang magpacute
Kahit alam ko na wala lang basta cute
Parang kailangan kong subukan
Upang malaman kung kaya ko pa ba
At kung hanggang saan
Tandaan mo lang sana
Na ikaw lang ang mahal ko at wala nang iba
At kahit na alam ko na hindi naman dapat ganun

Wala lang yun
Wag kang mag-alala
Wala lang yun
Ikaw lang talaga
Wala lang yun
Parang awa mo na
Wala lang yun

Siguro hindi mo maiintindihan
Na likas sa lalaki ang kanyang kalokohan
Pero hanggang dun lang ako
Wala naman akong balak magloko
Konting landian lang naman
Hindi ko papaabutin sa kung anong iniisip mo
Sige na please lang patawarin mo ako
And please tandaan mo lang sana
Na ikaw lang ang mahal ko at wala nang iba
At kahit na alam ko na hindi naman dapat ganun

Wala lang yun
Wag kang mag-alala
Wala lang yun
Ikaw lang talaga
Wala lang yun
Parang awa mo na
Wala lang yun

Kung wala nap ala yun bakit ko ginagawa
Di ko ba naisip na baka nasasaktan kita
Sa mga kalokohan o wala lang
Dun palang meron na kong kasalanan
Kung talagang mahal kita dapat kaya kong pigilan
Ang pakikipaglandian sa mga kababaihan
Na magiging dahilan ng kasinungalingan
Dahil mas mahalaga sa akin ang pag-ibig mo
Mapanindigan ko sana
Na ikaw lang ang mahal ko at wala ng iba
At pangako sa iyo mula noon hanggang ngayon

Wala lang yun
Wag kang mag-alala
Wala lang yun
Ikaw lang talaga
Wala lang yun
Parang awa mo na
Wala lang yun",
12,115357748,Hamon Ng Buhay,Parokya Ni Edgar,[14],['Pop'],"

Ako ay isang kawayan
Sa gitna ng bagyo
Pilit itinutumba
Ng diablong delubyo

Kailangang maging matibay
Kailangang maging matatag

Ang bawat hamon ng ating buhay
Kapalit ay tagumpay
Lakas loob at paninindigan ay hawak mo
Sa'yong mga kamay

Nag-iisang haligi
Sa ilalim ng bahay
Sa aking mga balikat nakasalalay

Kailangang maging matibay
Kailangang maging matatag

Ang bawat hamon ng ating buhay
Kapalit ay tagumpay
Lakas loob at paninindigan ay hawak mo
Sa'yong mga kamay

Ang bawat hamon ng ating buhay
Kapalit ay tagumpay
Lakas loob at paninindigan ay hawak mo
Sa'yong mga kamay

Kailangang maging matibay
Kailangang maging matatag

Ang bawat hamon ng ating buhay
Kapalit ay tagumpay
Lakas loob at paninindigan ay hawak mo
Sa'yong mga kamay

Ang bawat hamon ng ating buhay
Kapalit ay tagumpay
Lakas loob at paninindigan ay hawak mo
Sa'yong mga kamay
",
13,115357744,Pan De Monio,Parokya Ni Edgar,[14],['Pop'],"

Kay ganda ganda ng iyong mukha
Parang anghel na sa langit ay bumaba

Ngunit ang pangit ng ugali mo
Mukhang anghel ngunit ang asal mo
Ang pangit ng ugali mo
Mukhang anghel ngunit ang asal mo

Hindi ko maintindihan kung bakit ka ganyan
Dati naman ika’y mabait
Ngayo’y pakitang tao’t pagyayabang lang ang yong alam
Pag may lumamang ikaw ay galet

Nakakagulat ang maamo mong mukha
Maliit na bagay lang ika’y nagwawala
At ang iyong mga labi na kaakit-akit
Bukang bibig ay mura’t walang patid na panlalait

Ang pangit ng ugali mo
Mukhang anghel ngunit ang asal mo
Ang pangit ng ugali mo
Mukhang anghel ngunit ang asal mo

Bakit kaya bigla na lang ika’y nagbago
Kagandahan mo’y isang balat-kayo
Di maikukubli ng tamis ng yong mga ngiti
Ang tunay na kulay mo at itim ng yong budhi

Ang yong kawangis ay bulaklak na anong rikit
Punong-puno pala ng tinik
Ako’y nabulag sa gayuma ng iyong anyo
Nasa loob pala ang kulo

Dahil ang pangit ng ugali mo
Mukhang anghel ngunit ang asal mo
Ang pangit ng ugali mo
Mukhang anghel ngunit ang asal mo

Kay ganda ganda ng yong mukha
Parang anghel na sa langit ay bumaba
",
14,115357741,Kweba Ng Ermitanyo,Parokya Ni Edgar,[14],['Pop'],"

Ako'y isang ermitanyo
Nagkukulong sa kweba ko
Hindi ako mahilig maki-party
Ang gusto ko ay sleeping party

Wag mo akong ayaing lumabas
Pagod ako, puyat at walang cash
Ikaw na lang ang dumalaw dito
Sa mahiwagang kweba ko

Mas okay sa akin ang mapayapang kapaligiran
Nakakabingi ang mundo na inyong ginagalawan
Halina't iwanan na'ng mga problema't kaguluhan
Bigyang laya ang isip at subukan mong maglibang

Sa aking kweba
Sa aking kweba
Sa aking kweba
Sa aking kweba
Diba, yeahba, ahh

Sa kweba ko ay merong beer
May foodtrip din at chill na chill
May DVD, PS3, Xbox, at Cable TV
May Jollibee delivery

Mag-aaya tayo ng chicks
Tatambay lang at petiks petiks
May soundtrip din at may gitara
Magja-jamming tayo hanggang umaga

Mas okay sa akin ang mapayapang kapaligiran
Nakakabingi ang mundo na inyong ginagalawan
Halina't iwanan na'ng mga problema't kaguluhan
Bigyang laya ang isip at subukan mong maglibang

Sa aking kweba
Sa aking kweba
Sa aking kweba
Sa aking kweba
Diba, yeahba
",
15,115357753,Tanduay,Parokya Ni Edgar,[14],['Pop'],"

Summer, sembreak, christmas time at bakasyon
Weekend, holidays, ano man ang okasyon
Party mode o steady lang, ano man mapagtripan
Bahay lang o gimikan kahit nasaan pa man

Basta't magkakasama siguradong masaya
Sumabay sa pag kampay (at tuloy lang ang ligaya) 
Masarap talagang tumambay 'pag 
Lahat ay tumatagay ng Tanduay

Rock 'n' Roll o reggae, videoke sa daan
(Hip-hop, Kpop, kanya-kanyang trip lang 'yan)
Soundtrip, foodtrip, sari-saring pulutan
(Out of town roadtrip kahit sa garahe lang)
Kasama niyo ako sa ligaya o pagkakabigo
(Manalo o matalo, alam ko na nandiyan kayo)
Sa kalokohan, sa problema damayan
(Lagi lang tatandaan)

On the rocks or may kahalong cappuccino
Masarap ito para kahit kanino
Mixed with cola (mixed with cola) o iced tea (o iced tea)
At wag kalimutan haluan ng ngiti

Basta't magkakasama siguradong masaya
Sumabay sa pag kampay (at tuloy lang ang ligaya) 
Masarap talagang tumambay 'pag 
Lahat ay tumatagay ng
Masarap talagang tumambay 'pag
Lahat ay tumatagay ng
Masarap talagang tumambay 'pag
Lahat ay tumatagay ng Tanduay
",
16,115357754,Nakapunta Ka Na Sa America? - Filler,Parokya Ni Edgar,[14],['Pop'],"Nakapunta, oh, one, two, three
...

",MusixMatch
17,131253749,Kathang Isip,Ben&Ben,[14],['Pop'],"'Di ba nga ito ang 'yong gusto
O, ito'y lilisan na ako
Mga alaala'y ibabaon
Kalakip ang tamis ng kahapon

Mga gabing di namamalayang
Oras ay lumilipad
Mga sandaling lumalayag
Kung sa'n man tayo mapadpad
Bawat kilig na nadarama
Sa tuwing hawak ang iyong kamay
Ito'y maling akala
Isang malaking sablay

Pasensya ka na
Sa mga kathang isip kong ito
Wari'y dala lang ng
Pagmamahal sa iyo
Ako'y gigising na
Sa panaginip kong ito
At sa wakas ay kusang
Lalayo sa iyo
(Lalayo sa)

Gaano kabilis nagsimula
Gano'n katulin nawala
Maaari ba tayong bumalik sa umpisa
Upang 'di na mawasak ang pusong nag-iisa

Pasensya ka na
Sa mga kathang isip kong ito
Wari'y dala lang ng
Pagmamahal sa iyo
Ako'y gigising na
Sa panaginip kong ito
At sa wakas ay kusang
Lalayo sa iyo
(Lalayo sa)

Sumabay sa agos na isinulat ng tadhana
Na minsan siya'y para sa ito
Pero minsan siya'y paasa
Tatakbo papalayo
Kakalimutan ang lahat

Pero kahit sa'n man lumingon
Nasusulyapan ang kahapon
At sa aking bawat paghinga
Ikaw ang nasa isip ko sinta

Kaya pasensya ka na
Sa mga kathang isip kong ito
Wari'y dala lang ng
Pagmamahal sa iyo
Ako'y gigising na
Mula sa panaginip kong ito
At sa wakas ay kusang
Lalayo sa iyo
(Lalayo sa)

'Di ba nga ito ang 'yong gusto
O, ito'y lilisan na ako",
18,170029087,Pagtingin,Ben&Ben,"[20, 14]","['Alternative', 'Pop']","Dami pang gustong sabihin
Ngunit wag nalang muna
Hintayin nalang ang hangin
Tangayin yung salita
Wag mo, akong sisihin
Mahirap ang tumaya
Dagat ko'y sisisirin
Kahit walang mapala
Pag nilahad ang damdamin
Sana di magbago pagtingin
Ani nila'y ""manalig""
Sana di magbago pagtingin

Bakit laging ganito
Kailangang magka ilangan
Ako ay nalilito
Wooh. wooh. wooh
Wag mong akong sisihin
Mahirap ang tumaya
Dagat ang sisirin
Kahit walang mapala
Pag nilahad ang damdamin
Sana'y di magbago pagtingin
Ani nila'y ""manalig""
Sana'y di magbago pagtingin
Pahiwatig
Sana di magbago pagtingin
Pahiwatig
Sana di magbago pagtingin
Iibig lang kapag handa na
Hindi nalang kung trip trip lang naman
Iibig lang kapag handa na
Hindi nalang kung trip trip lang naman
Pag nilahad ang damdamin sana'y di magbago pagtingin
Ani nila'y ""manalig""
Sana di magbago pagtingin
Sige ka lang manalangin
Sana di magbago pagtingin
Baka bukas ikaw akin
Sana di magbago pagtingin
Pahiwatig
sana di magbago pagtingin
Pahiwatig
sana di magbago pagtingin

End—",
19,145996572,Malaya,Moira Dela Torre,[14],['Pop'],"Pasensya na, kung papatuligin na muna
Ang pusong napagod kakahintay
Kaya sa natitirang segundong kayakap ka
Maaari bang magkunwaring akin ka pa

Mangangarap hanggang sa pagbalik
Mangangarap pa rin kahit masakit

Baka sakaling makita kitang muli
Pagsikat ng araw, paglipas ng gabi
Kung di pipilitin ang di pa para sa'kin
Baka sakaling maibalik

Malaya ka na, Malaya

Isusuko na ang sandata aatras na sa laban
Di dahil naduduwag kundi dahil mahal kita
Mahirap nang labanan mga espada ng orasan
Kung pipilitin pa, lalo lang masasaktan

Mangangarap hanggang sa pagbalik
Mangangarap pa rin kahit masakit

Baka sakaling makita kitang muli
Pagsikat ng araw, paglipas ng gabi
Kung di pipilitin ang di pa para sa'kin
Baka sakaling maibalik

Malaya ka na, Malaya",
20,170029098,Araw-Araw,Ben&Ben,"[20, 14]","['Alternative', 'Pop']","Umaga na sa ating duyan
'Wag nang mawawala
Umaga na sa ating duyan
Magmamahal, o mahiwaga

Matang magkakilala
Sa unang pagtagpo
Paano dahan-dahang
Sinuyo ang puso
'Kay tagal ko nang nag-iisa
Andyan ka lang pala

Mahiwaga
Pipiliin ka sa araw-araw
Mahiwaga
Ang nadarama sa 'yo'y malinaw

Higit pa sa ligaya
Hatid sa damdamin
Lahat naunawaan
Sa lalim ng tingin

Mahiwaga
Pipiliin ka sa araw-araw
Mahiwaga
Ang nadarama sa 'yo'y malinaw

Sa minsang pagbaling ng hangin
Hinila patungo sa akin
Na tanging ika'y i-ibiging wagas at buo
Payapa sa yakap ng iyong hiwaga
Payapa sa yakap ng iyong

Mahiwaga
Pipiliin ka sa araw-araw
Mahiwaga
Ang nadarama sa 'yo'y malinaw

Mahiwaga
'Wag nang mawala sa araw-araw
Mahiwaga
Pipiliin ka araw-araw",
21,154241526,Kung 'Di Rin Lang Ikaw,December Avenue feat. Moira,[14],['Pop'],"Kung hindi rin lang ikaw ang dahilan
Pipilitan ba ang puso kong hindi na masaktan?
Kung hindi ikaw ay hindi nalang
Pipilitin pang umasa para sa'ting dalawa

Giniginaw at hindi makagalaw,
Nahihirapan ang pusong pinipilit ay ikaw

Kung di rin tayo sa huli
Aawatin ang sarili na umibig pang muli
Kung di rin tayo sa huli
Aawatin ba ang puso kong ibigin ka?

Kung hindi rin lang ikaw ang dahilan
Pipiliin bang umiwas ng hindi na masaktan
Kung hindi ikaw ay sino pa ba
Ang luluha sa umaga para sa'ting dalawa

Bumibitaw dahil di makagalaw
Pinipigilan ba ang puso mong ibang sinisigaw?

Kung di rin tayo sa huli
Aawatin ang sarili na umibig pang muli
Kung di rin tayo sa huli
Aawatin ba ang puso kong ibigin ka?

Naliligaw at malayo ang tanaw
Pinipigilan na ang pusong pinipilit na ikaw

Kung di rin tayo sa huli
Aawatin ang sarili na makita kang muli
Kung di rin tayo sa huli
Aawatin ba ang puso kong ibigin ka
(Haaaa)
Kung di rin tayo sa huli
Aawatin ba ang puso kong ibigin ka
Kung di rin tayo sa huli
Aawatin ba ang puso kong ibigin ka",
22,145996578,Tagu-Taguan,Moira Dela Torre,[14],['Pop'],"Minsan, isang araw
Puso'y napasigaw
Nahulog sa iyo
Di ko na matanaw
Pangangatwiran ko'y
Di na mapagkatiwalaan

Umasa sa iyo
Di na mabibitawan
Na baka sakali lang
Di na masasaktan
Ngunit pangangatwiran mo'y
Di mapagkatiwalaan

Kaya't pipikit na lang

Tagu-taguan, maliwanag ang buwan
Masarap magmahal pag hindi iniwan
Pagbilang mong tatlo
Nakatago na ako
Ibalik ako sa nakaraan

Langit ang natanaw
Pangarap ay ikaw
Lupa ang nabigay
Di nakapaghintay
Sana nagpatintero
At naiwasan ang impyerno

Kaya't pipikit na lang
At baka sakali lang

Tagu-taguan, maliwanag ang buwan
Masarap magmahal pag hindi iniwan
Pagbilang mong tatlo
Nakatago na ako
Ibalik ako sa nakaraan

Pagdating sa dulo
Ako'y nasaktan mo
Sinubukang ipaglaban
Sigaw ng puso ko
Ngunit ba't pipilitin
Ang di naman para sa akin

Tagu-taguan, maliwanag ang buwan
Masarap magmahal pag hindi iniwan
Pagbilang mong tatlo
Nakatago na ako
Ibalik ako sa nakaraan

Nung di pa naiwan
Nung di pa naiwan
Nung di mo iniwan",
23,81954673,Alaala Mo,White Lies,[14],['Pop'],"Hindi mo man sabihin
Nadarama ko rin
Na ikaw ay mayroon din
Pag-ibig sa akin

Kahit na ano gawin
Hindi maikukubli
Bakit 'di mo pagbigyan
Ang ating puso't damdamin

'Wag ka mag-alala
Ikaw lang ang iibigin
Iniingatang pag-ibig
Tanging alay sa iyo

Mga ala-ala mo'y saya sa damdamin
Puso'y dumadalangin
Pag-ibig sana'y tanggapin
Mga ala-ala mo'y kay sarap isipin
...

",MusixMatch
24,145996582,Sundo,Moira Dela Torre,[14],['Pop'],"Kay tagal kong sinusuyod
Ang buong mundo
Para hanapin
Para hanapin ka
Nilibot ang distrito
Ng iyong lumbay
Pupulutin, pupulutin ka

Sinusundo kita
Sinusundo

Asahan mo mula ngayon
Pag-ibig ko'y sayo
Asahan mo mula ngayon
Pag-ibig ko'y sayo

Sa akin mo isabit
Ang pangarap mo
Di kukulangin
Ang ibibigay
Isuko ang kaba
Tuluyan kang bumitaw
Ika'y manalig
Manalig ka

Sinusundo kita
Sinusundo

Asahan mo mula ngayon
Pag-ibig ko'y sayo
Asahan mo mula ngayon
Pag-ibig ko'y sayo

Asahan mo mula ngayon
Pag-ibig ko'y sayo
Asahan mo mula ngayon
Pag-ibig ko'y sayo
Pag-ibig ko'y sayo

(Asahan mo)
Handa na sa liwanag mo
Sinuyod ang buong mundo
Maghihintay sayo'ng sundo
(Asahan mo)
Handa na sa liwanag mo
Sinuyod ang buong mundo
Maghihintay sayo'ng sundo",
